time_s,mean_moisture,cumulative_loss,residual
1476.0,2.3328148743941197,0.21718512560587905,-8.881784197001252e-16
1477.0,2.3326905765616197,0.21730942343837878,-1.3322676295501878e-15
1478.0,2.3325662992016607,0.21743370079833982,8.881784197001252e-16
1479.0,2.3324420423038865,0.21755795769611316,0.0
1480.0,2.332317805857981,0.21768219414201798,-8.881784197001252e-16
1481.0,2.3321935898536363,0.21780641014636357,0.0
1482.0,2.3320693942805484,0.21793060571945005,-1.3322676295501878e-15
1483.0,2.331945219128438,0.21805478087156202,4.440892098500626e-16
1484.0,2.3318210643870336,0.21817893561296595,-4.440892098500626e-16
1485.0,2.3316969300460815,0.21830306995391852,0.0
1486.0,2.331572816095332,0.2184271839046688,1.3322676295501878e-15
1487.0,2.3314487225245615,0.21855127747543981,1.3322676295501878e-15
1488.0,2.331324649323555,0.21867535067644522,4.440892098500626e-16
1489.0,2.331200596482116,0.2187994035178846,8.881784197001252e-16
1490.0,2.3310765639900457,0.21892343600995415,0.0
1491.0,2.3309525518371643,0.21904744816283453,-8.881784197001252e-16
1492.0,2.3308285600133165,0.21917143998668231,-8.881784197001252e-16
1493.0,2.3307045885083535,0.21929541149164616,0.0
1494.0,2.330580637312139,0.21941936268786122,4.440892098500626e-16
1495.0,2.3304567064145316,0.21954329358546812,0.0
1496.0,2.330332795805424,0.21966720419457522,-4.440892098500626e-16
1497.0,2.330208905474719,0.21979109452528012,-8.881784197001252e-16
1498.0,2.3300850354123313,0.2199149645876699,1.3322676295501878e-15
1499.0,2.3299611856081808,0.2200388143918191,0.0
1500.0,2.329837356051206,0.22016264394879367,-4.440892098500626e-16
1501.0,2.329713546683347,0.22028645331665214,-8.881784197001252e-16
1502.0,2.3295897574341855,0.22041024256581343,-8.881784197001252e-16
1503.0,2.3294659883000386,0.2205340116999611,0.0
1504.0,2.3293422392698195,0.22065776073018076,4.440892098500626e-16
1505.0,2.329218510333676,0.22078148966632324,-4.440892098500626e-16
1506.0,2.3290948014822077,0.2209051985177913,-8.881784197001252e-16
1507.0,2.3289711127058403,0.22102888729415882,-8.881784197001252e-16
1508.0,2.3288474439948694,0.22115255600513098,4.440892098500626e-16
1509.0,2.3287237953395734,0.22127620466042647,0.0
1510.0,2.3286001667302463,0.22139983326975282,-8.881784197001252e-16
1511.0,2.32847655815719,0.22152344184280875,-8.881784197001252e-16
1512.0,2.3283529696107013,0.22164703038929767,-8.881784197001252e-16
1513.0,2.328229401081085,0.22177059891891543,8.881784197001252e-16
1514.0,2.3281058525586404,0.22189414744135902,-4.440892098500626e-16
1515.0,2.327982324033679,0.22201767596632002,-8.881784197001252e-16
1516.0,2.3278588154965085,0.2221411845034906,-8.881784197001252e-16
1517.0,2.327735326937444,0.22226467306255548,-4.440892098500626e-16
1518.0,2.3276118583468053,0.22238814165319487,4.440892098500626e-16
1519.0,2.3274884097149178,0.22251159028508236,4.440892098500626e-16
1520.0,2.327364981032112,0.22263501896788856,8.881784197001252e-16
1521.0,2.327241572288718,0.2227584277112813,-4.440892098500626e-16
1522.0,2.3271181834750916,0.22288181652490913,8.881784197001252e-16
1523.0,2.3269948145815764,0.22300518541842318,0.0
1524.0,2.32687146559853,0.22312853440146926,-4.440892098500626e-16
1525.0,2.3267481365163274,0.22325186348367393,1.3322676295501878e-15
1526.0,2.326624827325334,0.22337517267466606,0.0
1527.0,2.326501538015934,0.22349846198406542,-4.440892098500626e-16
1528.0,2.326378268578521,0.2236217314214784,-4.440892098500626e-16
1529.0,2.3262550190034923,0.22374498099650897,1.3322676295501878e-15
1530.0,2.3261317892812485,0.22386821071875163,4.440892098500626e-16
1531.0,2.326008579402209,0.22399142059779048,0.0
1532.0,2.325885389356795,0.2241146106432042,-8.881784197001252e-16
1533.0,2.325762219135439,0.2242377808645618,8.881784197001252e-16
1534.0,2.325639068728581,0.22436093127142,8.881784197001252e-16
1535.0,2.325515938126665,0.22448406187333408,-8.881784197001252e-16
1536.0,2.3253928273201505,0.22460717267984853,-8.881784197001252e-16
1537.0,2.325269736299499,0.22473026370049975,-8.881784197001252e-16
1538.0,2.325146665055188,0.22485333494481274,8.881784197001252e-16
1539.0,2.3250236135777027,0.22497638642229809,8.881784197001252e-16
1540.0,2.3249005818575297,0.22509941814247006,0.0
1541.0,2.32477756988517,0.22522243011482948,-4.440892098500626e-16
1542.0,2.3246545776511307,0.22534542234886873,-4.440892098500626e-16
1543.0,2.3245316051459333,0.22546839485406694,4.440892098500626e-16
1544.0,2.324408652360108,0.22559134763989197,4.440892098500626e-16
1545.0,2.324285719284187,0.22571428071581232,-4.440892098500626e-16
1546.0,2.324162805908715,0.22583719409128353,-1.3322676295501878e-15
1547.0,2.324039912224247,0.2259600877757523,-4.440892098500626e-16
1548.0,2.323917038221347,0.2260829617786529,4.440892098500626e-16
1549.0,2.323794183890588,0.22620581610941143,-4.440892098500626e-16
1550.0,2.3236713492225514,0.2263286507774486,0.0
1551.0,2.3235485342078253,0.22645146579217426,-4.440892098500626e-16
1552.0,2.3234257388370105,0.2265742611629893,0.0
