time_s,mean_moisture,cumulative_loss_trapezoid,B_trapezoid_signed,B_trapezoid_abs,q2_mass_balance_residual,cumulative_loss_gl4,B_gl4_signed,B_gl4_abs,cumulative_loss_gl8,B_gl8_signed,B_gl8_abs,cumulative_loss_gl16,B_gl16_signed,B_gl16_abs,cumulative_loss_gl32,B_gl32_signed,B_gl32_abs
3731,2.0500495017025853,9.999020039474894e-05,5.036763299770541e-07,5.036763299770541e-07,5.036763299770541e-07,9.999009965905222e-05,-2.1538326677728037e-12,2.1538326677728037e-12,9.999009965905222e-05,-2.1538326677728037e-12,2.1538326677728037e-12,9.999009965905225e-05,-2.1538326677728037e-12,2.1538326677728037e-12,9.999009965905225e-05,-2.1538326677728037e-12,2.1538326677728037e-12
3732,2.049936060587961,0.00010001288861770719,5.036764982868647e-07,5.036764982868647e-07,5.036764982868647e-07,0.00010001278788197695,-2.1542767569826538e-12,2.1542767569826538e-12,0.00010001278788197695,-2.1542767569826538e-12,2.1542767569826538e-12,0.00010001278788197698,-2.1542767569826538e-12,2.1542767569826538e-12,0.00010001278788197698,-2.1542767569826538e-12,2.1542767569826538e-12
3733,2.0498226257634005,0.00010003557558265235,5.036766625998723e-07,5.036766625998723e-07,5.036766625998723e-07,0.00010003547484688883,-2.155609024612204e-12,2.155609024612204e-12,0.00010003547484688883,-2.155609024612204e-12,2.155609024612204e-12,0.00010003547484688886,-2.155609024612204e-12,2.155609024612204e-12,0.00010003547484688886,-2.155609024612204e-12,2.155609024612204e-12
3734,2.049709197226906,0.00010005826128998385,5.036768260247015e-07,5.036768260247015e-07,5.036768260247015e-07,0.00010005816055418728,-2.1578294706614543e-12,2.1578294706614543e-12,0.00010005816055418728,-2.1578294706614543e-12,2.1578294706614543e-12,0.0001000581605541873,-2.1578294706614543e-12,2.1578294706614543e-12,0.0001000581605541873,-2.1578294706614543e-12,2.1578294706614543e-12
3735,2.049595774976496,0.00010008094574009849,5.036769894495308e-07,5.036769894495308e-07,5.036769894495308e-07,0.00010008084500426905,-2.1591617382910044e-12,2.1591617382910044e-12,0.00010008084500426905,-2.1591617382910044e-12,2.1591617382910044e-12,0.00010008084500426908,-2.1587176490811544e-12,2.1587176490811544e-12,0.00010008084500426908,-2.1587176490811544e-12,2.1587176490811544e-12
3736,2.049482359010197,0.00010010362893339068,5.036771510980032e-07,5.036771510980032e-07,5.036771510980032e-07,0.00010010352819752856,-2.1604940059205546e-12,2.1604940059205546e-12,0.00010010352819752856,-2.1604940059205546e-12,2.1604940059205546e-12,0.00010010352819752859,-2.1604940059205546e-12,2.1604940059205546e-12,0.00010010352819752859,-2.1604940059205546e-12,2.1604940059205546e-12
3737,2.0493689493260487,0.00010012631087025262,5.036773123023863e-07,5.036773123023863e-07,5.036773123023863e-07,0.00010012621013435799,-2.1613821843402548e-12,2.1613821843402548e-12,0.00010012621013435799,-2.1613821843402548e-12,2.1613821843402548e-12,0.00010012621013435802,-2.1613821843402548e-12,2.1613821843402548e-12,0.00010012621013435802,-2.1613821843402548e-12,2.1613821843402548e-12
3738,2.049255545922101,0.00010014899155107449,5.036774743949479e-07,5.036774743949479e-07,5.036774743949479e-07,0.00010014889081514751,-2.161826273550105e-12,2.161826273550105e-12,0.00010014889081514751,-2.161826273550105e-12,2.161826273550105e-12,0.00010014889081514754,-2.161826273550105e-12,2.161826273550105e-12,0.00010014889081514754,-2.161826273550105e-12,2.161826273550105e-12
3739,2.0491421487964114,0.00010017167097624454,5.036776338229743e-07,5.036776338229743e-07,5.036776338229743e-07,0.00010017157024028536,-2.162270362759955e-12,2.162270362759955e-12,0.00010017157024028536,-2.162270362759955e-12,2.162270362759955e-12,0.00010017157024028538,-2.161826273550105e-12,2.161826273550105e-12,0.00010017157024028538,-2.161826273550105e-12,2.161826273550105e-12
3740,2.0490287579470476,0.00010019434914614923,5.03677794139179e-07,5.03677794139179e-07,5.03677794139179e-07,0.00010019424841015799,-2.162714451969805e-12,2.162714451969805e-12,0.00010019424841015799,-2.162714451969805e-12,2.162714451969805e-12,0.00010019424841015801,-2.162714451969805e-12,2.162714451969805e-12,0.00010019424841015801,-2.162714451969805e-12,2.162714451969805e-12
3741,2.048915373372085,0.00010021702606117337,5.036779531231161e-07,5.036779531231161e-07,5.036779531231161e-07,0.00010021692532515019,-2.164490808809205e-12,2.164490808809205e-12,0.00010021692532515019,-2.164490808809205e-12,2.164490808809205e-12,0.00010021692532515022,-2.164490808809205e-12,2.164490808809205e-12,0.00010021692532515022,-2.164490808809205e-12,2.164490808809205e-12
3742,2.048801995069609,0.00010023970172170018,5.036781112188748e-07,5.036781112188748e-07,5.036781112188748e-07,0.0001002396009856452,-2.1653789872289053e-12,2.1653789872289053e-12,0.0001002396009856452,-2.1653789872289053e-12,2.1653789872289053e-12,0.00010023960098564523,-2.1649348980190553e-12,2.1649348980190553e-12,0.00010023960098564523,-2.1649348980190553e-12,2.1649348980190553e-12
3743,2.048688623037709,0.00010026237612811143,5.036782653178307e-07,5.036782653178307e-07,5.036782653178307e-07,0.00010026227539202475,-2.1675994332781556e-12,2.1675994332781556e-12,0.00010026227539202475,-2.1675994332781556e-12,2.1675994332781556e-12,0.00010026227539202477,-2.1675994332781556e-12,2.1675994332781556e-12,0.00010026227539202477,-2.1675994332781556e-12,2.1675994332781556e-12
3744,2.0485752572744858,0.00010028504928078744,5.036784220813217e-07,5.036784220813217e-07,5.036784220813217e-07,0.00010028494854466918,-2.1684876116978558e-12,2.1684876116978558e-12,0.00010028494854466918,-2.1684876116978558e-12,2.1684876116978558e-12,0.0001002849485446692,-2.1684876116978558e-12,2.1684876116978558e-12,0.0001002849485446692,-2.1684876116978558e-12,2.1684876116978558e-12
3745,2.0484618977780427,0.00010030772118010724,5.036785788448128e-07,5.036785788448128e-07,5.036785788448128e-07,0.0001003076204439575,-2.170263968537256e-12,2.170263968537256e-12,0.0001003076204439575,-2.170263968537256e-12,2.170263968537256e-12,0.00010030762044395752,-2.170263968537256e-12,2.170263968537256e-12,0.00010030762044395752,-2.170263968537256e-12,2.170263968537256e-12
3746,2.048348544546492,0.00010033039182644851,5.036787338319471e-07,5.036787338319471e-07,5.036787338319471e-07,0.0001003302910902674,-2.171152146956956e-12,2.171152146956956e-12,0.0001003302910902674,-2.171152146956956e-12,2.171152146956956e-12,0.00010033029109026743,-2.171152146956956e-12,2.171152146956956e-12,0.00010033029109026743,-2.171152146956956e-12,2.171152146956956e-12
3747,2.048235197577952,0.00010035306122018775,5.036788892631705e-07,5.036788892631705e-07,5.036788892631705e-07,0.00010035296048397537,-2.171596236166806e-12,2.171596236166806e-12,0.00010035296048397537,-2.171596236166806e-12,2.171596236166806e-12,0.0001003529604839754,-2.171596236166806e-12,2.171596236166806e-12,0.0001003529604839754,-2.171596236166806e-12,2.171596236166806e-12
3748,2.048121856870544,0.00010037572936170027,5.036790451384832e-07,5.036790451384832e-07,5.036790451384832e-07,0.00010037562862545672,-2.1729285037963564e-12,2.1729285037963564e-12,0.00010037562862545672,-2.1729285037963564e-12,2.1729285037963564e-12,0.00010037562862545674,-2.1724844145865063e-12,2.1724844145865063e-12,0.00010037562862545674,-2.1724844145865063e-12,2.1724844145865063e-12
3749,2.0480085224223994,0.0001003983962513602,5.036792019019742e-07,5.036792019019742e-07,5.036792019019742e-07,0.00010039829551508556,-2.1729285037963564e-12,2.1729285037963564e-12,0.00010039829551508556,-2.1729285037963564e-12,2.1729285037963564e-12,0.00010039829551508558,-2.1729285037963564e-12,2.1729285037963564e-12,0.00010039829551508558,-2.1729285037963564e-12,2.1729285037963564e-12
3750,2.047895194231652,0.0001004210618895406,5.036793555568408e-07,5.036793555568408e-07,5.036793555568408e-07,0.00010042096115323497,-2.1733725930062064e-12,2.1733725930062064e-12,0.00010042096115323497,-2.1733725930062064e-12,2.1733725930062064e-12,0.000100420961153235,-2.1729285037963564e-12,2.1729285037963564e-12,0.000100420961153235,-2.1729285037963564e-12,2.1729285037963564e-12
3751,2.047781872296442,0.00010044372627661349,5.036795109880643e-07,5.036795109880643e-07,5.036795109880643e-07,0.00010044362554027693,-2.1738166822160565e-12,2.1738166822160565e-12,0.00010044362554027693,-2.1738166822160565e-12,2.1738166822160565e-12,0.00010044362554027695,-2.1738166822160565e-12,2.1738166822160565e-12,0.00010044362554027695,-2.1738166822160565e-12,2.1738166822160565e-12
3752,2.047668556614913,0.00010046638941294981,5.036796628665741e-07,5.036796628665741e-07,5.036796628665741e-07,0.00010046628867658243,-2.1751489498456067e-12,2.1751489498456067e-12,0.00010046628867658243,-2.1751489498456067e-12,2.1751489498456067e-12,0.00010046628867658246,-2.1747048606357566e-12,2.1747048606357566e-12,0.00010046628867658246,-2.1747048606357566e-12,2.1747048606357566e-12
3753,2.0475552471852176,0.00010048905129891957,5.036798160773515e-07,5.036798160773515e-07,5.036798160773515e-07,0.00010048895056252144,-2.1755930390554568e-12,2.1755930390554568e-12,0.00010048895056252144,-2.1755930390554568e-12,2.1755930390554568e-12,0.00010048895056252147,-2.1751489498456067e-12,2.1751489498456067e-12,0.00010048895056252147,-2.1751489498456067e-12,2.1751489498456067e-12
3754,2.047441944005509,0.00010051171193489179,5.036799683999504e-07,5.036799683999504e-07,5.036799683999504e-07,0.00010051161119846299,-2.176481217475157e-12,2.176481217475157e-12,0.00010051161119846299,-2.176481217475157e-12,2.176481217475157e-12,0.00010051161119846302,-2.176481217475157e-12,2.176481217475157e-12,0.00010051161119846302,-2.176481217475157e-12,2.176481217475157e-12
3755,2.047328647073947,0.00010053437132123457,5.036801202784602e-07,5.036801202784602e-07,5.036801202784602e-07,0.00010053427058477516,-2.177369395894857e-12,2.177369395894857e-12,0.00010053427058477516,-2.177369395894857e-12,2.177369395894857e-12,0.00010053427058477519,-2.177369395894857e-12,2.177369395894857e-12,0.00010053427058477519,-2.177369395894857e-12,2.177369395894857e-12
3756,2.047215356388697,0.00010055702945831511,5.036802730451484e-07,5.036802730451484e-07,5.036802730451484e-07,0.00010055692872182518,-2.177369395894857e-12,2.177369395894857e-12,0.00010055692872182518,-2.177369395894857e-12,2.177369395894857e-12,0.00010055692872182521,-2.177369395894857e-12,2.177369395894857e-12,0.00010055692872182521,-2.177369395894857e-12,2.177369395894857e-12
3757,2.0471020719479247,0.00010057968634649972,5.036804235913905e-07,5.036804235913905e-07,5.036804235913905e-07,0.00010057958560997933,-2.1791457527342573e-12,2.1791457527342573e-12,0.00010057958560997933,-2.1791457527342573e-12,2.1791457527342573e-12,0.00010057958560997936,-2.178701663524407e-12,2.178701663524407e-12,0.00010057958560997936,-2.178701663524407e-12,2.178701663524407e-12
3758,2.0469887937498057,0.00010060234198615386,5.036805772462571e-07,5.036805772462571e-07,5.036805772462571e-07,0.00010060224124960308,-2.1791457527342573e-12,2.1791457527342573e-12,0.00010060224124960308,-2.1791457527342573e-12,2.1791457527342573e-12,0.00010060224124960311,-2.1791457527342573e-12,2.1791457527342573e-12,0.00010060224124960311,-2.1791457527342573e-12,2.1791457527342573e-12
3759,2.046875521792516,0.00010062499637764214,5.036807269043209e-07,5.036807269043209e-07,5.036807269043209e-07,0.00010062489564106105,-2.1791457527342573e-12,2.1791457527342573e-12,0.00010062489564106105,-2.1791457527342573e-12,2.1791457527342573e-12,0.00010062489564106108,-2.1791457527342573e-12,2.1791457527342573e-12,0.00010062489564106108,-2.1791457527342573e-12,2.1791457527342573e-12
3760,2.0467622560742353,0.00010064764952132838,5.036808770064738e-07,5.036808770064738e-07,5.036808770064738e-07,0.00010064754878471704,-2.1800339311539574e-12,2.1800339311539574e-12,0.00010064754878471704,-2.1800339311539574e-12,2.1800339311539574e-12,0.00010064754878471706,-2.1795898419441073e-12,2.1795898419441073e-12,0.00010064754878471706,-2.1795898419441073e-12,2.1795898419441073e-12
3761,2.0466489965931505,0.00010067030141757556,5.036810293290728e-07,5.036810293290728e-07,5.036810293290728e-07,0.00010067020068093404,-2.1795898419441073e-12,2.1795898419441073e-12,0.00010067020068093404,-2.1795898419441073e-12,2.1795898419441073e-12,0.00010067020068093407,-2.1795898419441073e-12,2.1795898419441073e-12,0.00010067020068093407,-2.1795898419441073e-12,2.1795898419441073e-12
3762,2.0465357433474485,0.00010069295206674593,5.036811780989581e-07,5.036811780989581e-07,5.036811780989581e-07,0.00010069285133007428,-2.1804780203638074e-12,2.1804780203638074e-12,0.00010069285133007428,-2.1804780203638074e-12,2.1804780203638074e-12,0.00010069285133007431,-2.1800339311539574e-12,2.1800339311539574e-12,0.00010069285133007431,-2.1800339311539574e-12,2.1800339311539574e-12
3763,2.0464224963353232,0.00010071560146920096,5.036813290892894e-07,5.036813290892894e-07,5.036813290892894e-07,0.00010071550073249925,-2.1809221095736575e-12,2.1809221095736575e-12,0.00010071550073249925,-2.1809221095736575e-12,2.1809221095736575e-12,0.00010071550073249927,-2.1809221095736575e-12,2.1809221095736575e-12,0.00010071550073249927,-2.1809221095736575e-12,2.1809221095736575e-12
3764,2.0463092555549713,0.00010073824962530134,5.0368148052371e-07,5.0368148052371e-07,5.0368148052371e-07,0.00010073814888856964,-2.1809221095736575e-12,2.1809221095736575e-12,0.00010073814888856964,-2.1809221095736575e-12,2.1809221095736575e-12,0.00010073814888856967,-2.1804780203638074e-12,2.1804780203638074e-12,0.00010073814888856967,-2.1804780203638074e-12,2.1804780203638074e-12
3765,2.046196021004592,0.00010076089653540709,5.036816270731492e-07,5.036816270731492e-07,5.036816270731492e-07,0.00010076079579864544,-2.1809221095736575e-12,2.1809221095736575e-12,0.00010076079579864544,-2.1809221095736575e-12,2.1809221095736575e-12,0.00010076079579864546,-2.1809221095736575e-12,2.1809221095736575e-12,0.00010076079579864546,-2.1809221095736575e-12,2.1809221095736575e-12
3766,2.0460827926823897,0.00010078354219987746,5.036817776193914e-07,5.036817776193914e-07,5.036817776193914e-07,0.00010078344146308592,-2.1809221095736575e-12,2.1809221095736575e-12,0.00010078344146308592,-2.1809221095736575e-12,2.1809221095736575e-12,0.00010078344146308595,-2.1809221095736575e-12,2.1809221095736575e-12,0.00010078344146308595,-2.1809221095736575e-12,2.1809221095736575e-12
3767,2.04596957058657,0.00010080618661907101,5.036819268333659e-07,5.036819268333659e-07,5.036819268333659e-07,0.00010080608588224966,-2.1818102879933576e-12,2.1818102879933576e-12,0.00010080608588224966,-2.1818102879933576e-12,2.1818102879933576e-12,0.00010080608588224969,-2.1818102879933576e-12,2.1818102879933576e-12,0.00010080608588224969,-2.1818102879933576e-12,2.1818102879933576e-12
3768,2.0458563547153457,0.00010082882979334564,5.03682075159162e-07,5.03682075159162e-07,5.03682075159162e-07,0.00010082872905649451,-2.1818102879933576e-12,2.1818102879933576e-12,0.00010082872905649451,-2.1818102879933576e-12,2.1818102879933576e-12,0.00010082872905649454,-2.1818102879933576e-12,2.1818102879933576e-12,0.00010082872905649454,-2.1818102879933576e-12,2.1818102879933576e-12
3769,2.0457431450669294,0.00010085147172305854,5.036822230408688e-07,5.036822230408688e-07,5.036822230408688e-07,0.00010085137098617769,-2.1822543772032077e-12,2.1822543772032077e-12,0.00010085137098617769,-2.1822543772032077e-12,2.1822543772032077e-12,0.00010085137098617772,-2.1822543772032077e-12,2.1822543772032077e-12,0.00010085137098617772,-2.1822543772032077e-12,2.1822543772032077e-12
3770,2.0456299416395387,0.00010087411240856624,5.036823695903081e-07,5.036823695903081e-07,5.036823695903081e-07,0.00010087401167165574,-2.1826984664130578e-12,2.1826984664130578e-12,0.00010087401167165574,-2.1826984664130578e-12,2.1826984664130578e-12,0.00010087401167165577,-2.1826984664130578e-12,2.1826984664130578e-12,0.00010087401167165577,-2.1826984664130578e-12,2.1826984664130578e-12
3771,2.0455167444313953,0.00010089675185022463,5.03682517472015e-07,5.03682517472015e-07,5.03682517472015e-07,0.00010089665111328452,-2.1822543772032077e-12,2.1822543772032077e-12,0.00010089665111328452,-2.1822543772032077e-12,2.1822543772032077e-12,0.00010089665111328455,-2.1822543772032077e-12,2.1822543772032077e-12,0.00010089665111328455,-2.1822543772032077e-12,2.1822543772032077e-12
3772,2.0454035534407207,0.00010091939004838895,5.036826657978111e-07,5.036826657978111e-07,5.036826657978111e-07,0.00010091928931141929,-2.183142555622908e-12,2.183142555622908e-12,0.00010091928931141929,-2.183142555622908e-12,2.183142555622908e-12,0.00010091928931141932,-2.183142555622908e-12,2.183142555622908e-12,0.00010091928931141932,-2.183142555622908e-12,2.183142555622908e-12
3773,2.045290368665744,0.00010094202700341378,5.03682813679518e-07,5.03682813679518e-07,5.03682813679518e-07,0.00010094192626641464,-2.1826984664130578e-12,2.1826984664130578e-12,0.00010094192626641464,-2.1826984664130578e-12,2.1826984664130578e-12,0.00010094192626641467,-2.1826984664130578e-12,2.1826984664130578e-12,0.00010094192626641467,-2.1826984664130578e-12,2.1826984664130578e-12
3774,2.0451771901046945,0.00010096466271565314,5.036829606730464e-07,5.036829606730464e-07,5.036829606730464e-07,0.00010096456197862453,-2.183142555622908e-12,2.183142555622908e-12,0.00010096456197862453,-2.183142555622908e-12,2.183142555622908e-12,0.00010096456197862456,-2.183142555622908e-12,2.183142555622908e-12,0.00010096456197862456,-2.183142555622908e-12,2.183142555622908e-12
3775,2.0450640177558053,0.00010098729718546036,5.036831072224857e-07,5.036831072224857e-07,5.036831072224857e-07,0.00010098719644840236,-2.183142555622908e-12,2.183142555622908e-12,0.00010098719644840236,-2.183142555622908e-12,2.183142555622908e-12,0.00010098719644840239,-2.183142555622908e-12,2.183142555622908e-12,0.00010098719644840239,-2.183142555622908e-12,2.183142555622908e-12
3776,2.0449508516173123,0.00010100993041318822,5.036832528837465e-07,5.036832528837465e-07,5.036832528837465e-07,0.00010100982967610087,-2.183586644832758e-12,2.183586644832758e-12,0.00010100982967610087,-2.183586644832758e-12,2.183586644832758e-12,0.0001010098296761009,-2.183586644832758e-12,2.183586644832758e-12,0.0001010098296761009,-2.183586644832758e-12,2.183586644832758e-12
3777,2.044837691687455,0.00010103256239918888,5.036834003213642e-07,5.036834003213642e-07,5.036834003213642e-07,0.00010103246166207224,-2.184030734042608e-12,2.184030734042608e-12,0.00010103246166207224,-2.184030734042608e-12,2.184030734042608e-12,0.00010103246166207226,-2.184030734042608e-12,2.184030734042608e-12,0.00010103246166207226,-2.184030734042608e-12,2.184030734042608e-12
3778,2.044724537964476,0.00010105519314381392,5.036835468708034e-07,5.036835468708034e-07,5.036835468708034e-07,0.00010105509240666803,-2.184030734042608e-12,2.184030734042608e-12,0.00010105509240666803,-2.184030734042608e-12,2.184030734042608e-12,0.00010105509240666805,-2.184030734042608e-12,2.184030734042608e-12,0.00010105509240666805,-2.184030734042608e-12,2.184030734042608e-12
3779,2.04461139044662,0.00010107782264741434,5.036836925320642e-07,5.036836925320642e-07,5.036836925320642e-07,0.00010107772191023924,-2.184030734042608e-12,2.184030734042608e-12,0.00010107772191023924,-2.184030734042608e-12,2.184030734042608e-12,0.00010107772191023926,-2.184030734042608e-12,2.184030734042608e-12,0.00010107772191023926,-2.184030734042608e-12,2.184030734042608e-12
3780,2.0444982491320327,0.00010110045091034001,5.036837333882715e-07,5.036837333882715e-07,5.036837333882715e-07,0.00010110035017313627,-2.2861712523081223e-12,2.2861712523081223e-12,0.00010110035017313627,-2.2861712523081223e-12,2.2861712523081223e-12,0.0001011003501731363,-2.2861712523081223e-12,2.2861712523081223e-12,0.0001011003501731363,-2.2861712523081223e-12,2.2861712523081223e-12
3781,2.0443851138072757,0.0001011230779752512,5.036835335481271e-07,5.036835335481271e-07,5.036835335481271e-07,0.00010112297723810211,-2.213784711102562e-12,2.213784711102562e-12,0.00010112297723810211,-2.213784711102562e-12,2.213784711102562e-12,0.00010112297723810214,-2.213784711102562e-12,2.213784711102562e-12,0.00010112297723810214,-2.213784711102562e-12,2.213784711102562e-12
3782,2.044271984261343,0.00010114570388440902,5.036833878868663e-07,5.036833878868663e-07,5.036833878868663e-07,0.00010114560314728768,-2.219113781620763e-12,2.219113781620763e-12,0.00010114560314728768,-2.219113781620763e-12,2.219113781620763e-12,0.00010114560314728771,-2.219113781620763e-12,2.219113781620763e-12,0.00010114560314728771,-2.219113781620763e-12,2.219113781620763e-12
3783,2.044158860496061,0.00010116832863744423,5.036832817495451e-07,5.036832817495451e-07,5.036832817495451e-07,0.00010116822790034405,-2.219113781620763e-12,2.219113781620763e-12,0.00010116822790034405,-2.219113781620763e-12,2.219113781620763e-12,0.00010116822790034408,-2.219113781620763e-12,2.219113781620763e-12,0.00010116822790034408,-2.219113781620763e-12,2.219113781620763e-12
3784,2.0440457425127114,0.0001011909522340966,5.036831933757924e-07,5.036831933757924e-07,5.036831933757924e-07,0.00010119085149701404,-2.218669692410913e-12,2.218669692410913e-12,0.00010119085149701404,-2.218669692410913e-12,2.218669692410913e-12,0.00010119085149701406,-2.218669692410913e-12,2.218669692410913e-12,0.00010119085149701406,-2.218669692410913e-12,2.218669692410913e-12
3785,2.043932630312358,0.00010121357467415202,5.036831196569835e-07,5.036831196569835e-07,5.036831196569835e-07,0.00010121347393708476,-2.2182256032010628e-12,2.2182256032010628e-12,0.00010121347393708476,-2.2182256032010628e-12,2.2182256032010628e-12,0.00010121347393708479,-2.2182256032010628e-12,2.2182256032010628e-12,0.00010121347393708479,-2.2182256032010628e-12,2.2182256032010628e-12
3786,2.0438195238959236,0.00010123619595742556,5.036830530436021e-07,5.036830530436021e-07,5.036830530436021e-07,0.00010123609522037193,-2.2173374247813626e-12,2.2173374247813626e-12,0.00010123609522037193,-2.2173374247813626e-12,2.2173374247813626e-12,0.00010123609522037196,-2.2168933355715126e-12,2.2168933355715126e-12,0.00010123609522037196,-2.2168933355715126e-12,2.2168933355715126e-12
3787,2.043706423264226,0.0001012588160837528,5.036829904270235e-07,5.036829904270235e-07,5.036829904270235e-07,0.00010125871534671151,-2.2164492463616625e-12,2.2164492463616625e-12,0.00010125871534671151,-2.2164492463616625e-12,2.2164492463616625e-12,0.00010125871534671154,-2.2164492463616625e-12,2.2164492463616625e-12,0.00010125871534671154,-2.2164492463616625e-12,2.2164492463616625e-12
3788,2.043593328418008,0.00010128143505298521,5.03682934471783e-07,5.03682934471783e-07,5.03682934471783e-07,0.0001012813343159552,-2.2164492463616625e-12,2.2164492463616625e-12,0.0001012813343159552,-2.2164492463616625e-12,2.2164492463616625e-12,0.00010128133431595523,-2.2164492463616625e-12,2.2164492463616625e-12,0.00010128133431595523,-2.2164492463616625e-12,2.2164492463616625e-12
3789,2.0434802393579488,0.0001013040528649869,5.036828847337915e-07,5.036828847337915e-07,5.036828847337915e-07,0.00010130395212796732,-2.2146728895222623e-12,2.2146728895222623e-12,0.00010130395212796732,-2.2146728895222623e-12,2.2146728895222623e-12,0.00010130395212796735,-2.2146728895222623e-12,2.2146728895222623e-12,0.00010130395212796735,-2.2146728895222623e-12,2.2146728895222623e-12
3790,2.0433671560846736,0.00010132666951963248,5.036828363280677e-07,5.036828363280677e-07,5.036828363280677e-07,0.0001013265687826226,-2.213784711102562e-12,2.213784711102562e-12,0.0001013265687826226,-2.213784711102562e-12,2.213784711102562e-12,0.00010132656878262263,-2.213784711102562e-12,2.213784711102562e-12,0.00010132656878262263,-2.213784711102562e-12,2.213784711102562e-12
3791,2.043254078598764,0.00010134928501680537,5.036827914750575e-07,5.036827914750575e-07,5.036827914750575e-07,0.00010134918427980456,-2.213340621892712e-12,2.213340621892712e-12,0.00010134918427980456,-2.213340621892712e-12,2.213340621892712e-12,0.00010134918427980459,-2.213340621892712e-12,2.213340621892712e-12,0.00010134918427980459,-2.213340621892712e-12,2.213340621892712e-12
3792,2.043141006900765,0.00010137189935639666,5.036827492865825e-07,5.036827492865825e-07,5.036827492865825e-07,0.00010137179861940435,-2.213340621892712e-12,2.213340621892712e-12,0.00010137179861940435,-2.213340621892712e-12,2.213340621892712e-12,0.00010137179861940437,-2.213340621892712e-12,2.213340621892712e-12,0.00010137179861940437,-2.213340621892712e-12,2.213340621892712e-12
3793,2.043027940991189,0.00010139451253830418,5.036827119830889e-07,5.036827119830889e-07,5.036827119830889e-07,0.00010139441180131986,-2.212008354263162e-12,2.212008354263162e-12,0.00010139441180131986,-2.212008354263162e-12,2.212008354263162e-12,0.00010139441180131989,-2.212008354263162e-12,2.212008354263162e-12,0.00010139441180131989,-2.212008354263162e-12,2.212008354263162e-12
3794,2.042914880870514,0.00010141712456243173,5.036826737914168e-07,5.036826737914168e-07,5.036826737914168e-07,0.00010141702382545498,-2.211564265053312e-12,2.211564265053312e-12,0.00010141702382545498,-2.211564265053312e-12,2.211564265053312e-12,0.000101417023825455,-2.2111201758434618e-12,2.2111201758434618e-12,0.000101417023825455,-2.2111201758434618e-12,2.2111201758434618e-12
3795,2.042801826539196,0.00010143973542868846,5.036826382642801e-07,5.036826382642801e-07,5.036826382642801e-07,0.00010143963469171888,-2.2097879082139116e-12,2.2097879082139116e-12,0.00010143963469171888,-2.2097879082139116e-12,2.2097879082139116e-12,0.0001014396346917189,-2.2097879082139116e-12,2.2097879082139116e-12,0.0001014396346917189,-2.2097879082139116e-12,2.2097879082139116e-12
3796,2.0426887779976637,0.00010146234513698832,5.03682606289857e-07,5.03682606289857e-07,5.03682606289857e-07,0.00010146224440002554,-2.2088997297942115e-12,2.2088997297942115e-12,0.00010146224440002554,-2.2088997297942115e-12,2.2088997297942115e-12,0.00010146224440002557,-2.2088997297942115e-12,2.2088997297942115e-12,0.00010146224440002557,-2.2088997297942115e-12,2.2088997297942115e-12
3797,2.0425757352463254,0.00010148495368724966,5.036825752036123e-07,5.036825752036123e-07,5.036825752036123e-07,0.00010148485295029334,-2.2080115513745113e-12,2.2080115513745113e-12,0.00010148485295029334,-2.2080115513745113e-12,2.2080115513745113e-12,0.00010148485295029337,-2.2080115513745113e-12,2.2080115513745113e-12,0.00010148485295029337,-2.2080115513745113e-12,2.2080115513745113e-12
3798,2.0424626982855685,0.00010150756107939488,5.036825458937244e-07,5.036825458937244e-07,5.036825458937244e-07,0.00010150746034244471,-2.2084556405843614e-12,2.2084556405843614e-12,0.00010150746034244471,-2.2084556405843614e-12,2.2084556405843614e-12,0.00010150746034244474,-2.2080115513745113e-12,2.2080115513745113e-12,0.00010150746034244474,-2.2080115513745113e-12,2.2080115513745113e-12
3799,2.0423496671157637,0.00010153016731335009,5.036825148074797e-07,5.036825148074797e-07,5.036825148074797e-07,0.00010153006657640579,-2.2075674621646613e-12,2.2075674621646613e-12,0.00010153006657640579,-2.2075674621646613e-12,2.2075674621646613e-12,0.00010153006657640582,-2.2075674621646613e-12,2.2075674621646613e-12,0.00010153006657640582,-2.2075674621646613e-12,2.2075674621646613e-12
3800,2.042236641737263,0.0001015527723890449,5.036824890503055e-07,5.036824890503055e-07,5.036824890503055e-07,0.0001015526716521062,-2.206679283744961e-12,2.206679283744961e-12,0.0001015526716521062,-2.206679283744961e-12,2.206679283744961e-12,0.00010155267165210623,-2.206235194535111e-12,2.206235194535111e-12,0.00010155267165210623,-2.206235194535111e-12,2.206235194535111e-12
3801,2.042123622150401,0.00010157537630641211,5.036824628490422e-07,5.036824628490422e-07,5.036824628490422e-07,0.00010157527556947876,-2.205347016115411e-12,2.205347016115411e-12,0.00010157527556947876,-2.205347016115411e-12,2.205347016115411e-12,0.00010157527556947879,-2.205347016115411e-12,2.205347016115411e-12,0.00010157527556947879,-2.205347016115411e-12,2.205347016115411e-12
3802,2.0420106083555005,0.00010159797906538752,5.036824402004925e-07,5.036824402004925e-07,5.036824402004925e-07,0.00010159787832845928,-2.2031265700661606e-12,2.2031265700661606e-12,0.00010159787832845928,-2.2031265700661606e-12,2.2031265700661606e-12,0.0001015978783284593,-2.2031265700661606e-12,2.2031265700661606e-12,0.0001015978783284593,-2.2031265700661606e-12,2.2031265700661606e-12
