time_s,temperature_C,moisture_kg_per_kg
2133.0,42.876999999999995,0.0353775
2134.0,42.881,0.035385
2135.0,42.885,0.0353925
2136.0,42.888999999999996,0.0354
2137.0,42.893,0.0354075
2138.0,42.897,0.035415
2139.0,42.900999999999996,0.0354225
2140.0,42.905,0.03543
2141.0,42.909,0.035437500000000004
2142.0,42.913,0.035445000000000004
2143.0,42.917,0.0354525
2144.0,42.921,0.03546
2145.0,42.925,0.0354675
2146.0,42.929,0.035475
2147.0,42.933,0.0354825
2148.0,42.937,0.03549
2149.0,42.941,0.0354975
2150.0,42.945,0.035505
2151.0,42.949,0.0355125
2152.0,42.952999999999996,0.03552
2153.0,42.957,0.035527500000000004
2154.0,42.961,0.035535
2155.0,42.964999999999996,0.0355425
2156.0,42.969,0.03555
2157.0,42.973,0.0355575
2158.0,42.977,0.035565
2159.0,42.981,0.0355725
2160.0,42.985,0.03558
2161.0,42.9918,0.0355885
2162.0,42.998599999999996,0.035597000000000004
2163.0,43.0054,0.0356055
2164.0,43.0122,0.035614
2165.0,43.019,0.0356225
2166.0,43.0258,0.035631
2167.0,43.0326,0.0356395
2168.0,43.0394,0.035648
2169.0,43.0462,0.0356565
2170.0,43.053,0.035665
2171.0,43.0598,0.0356735
2172.0,43.0666,0.035682
2173.0,43.0734,0.0356905
2174.0,43.0802,0.035699
2175.0,43.087,0.0357075
2176.0,43.0938,0.035716
2177.0,43.1006,0.0357245
2178.0,43.1074,0.035733
2179.0,43.1142,0.0357415
2180.0,43.121,0.03575
2181.0,43.1278,0.0357585
2182.0,43.1346,0.035767
2183.0,43.1414,0.0357755
2184.0,43.1482,0.035783999999999996
2185.0,43.155,0.0357925
2186.0,43.1618,0.035801
2187.0,43.1686,0.0358095
2188.0,43.1754,0.035817999999999996
2189.0,43.1822,0.0358265
2190.0,43.189,0.035835
2191.0,43.1958,0.0358435
2192.0,43.2026,0.035852
2193.0,43.2094,0.0358605
2194.0,43.2162,0.035869
2195.0,43.223,0.0358775
2196.0,43.2298,0.035886
2197.0,43.2366,0.035894499999999996
2198.0,43.2434,0.035903
2199.0,43.2502,0.0359115
2200.0,43.257,0.03592
2201.0,43.2638,0.035928499999999995
2202.0,43.2706,0.035937
2203.0,43.2774,0.0359455
2204.0,43.2842,0.035954
2205.0,43.291,0.035962499999999994
2206.0,43.2978,0.035970999999999996
2207.0,43.3046,0.0359795
2208.0,43.3114,0.035988
2209.0,43.3182,0.0359965
2210.0,43.325,0.036004999999999995
2211.0,43.3318,0.0360135
2212.0,43.3386,0.036022
2213.0,43.3454,0.0360305
2214.0,43.3522,0.036038999999999995
2215.0,43.359,0.036047499999999996
2216.0,43.3658,0.036056
2217.0,43.3726,0.0360645
2218.0,43.379400000000004,0.036072999999999994
2219.0,43.3862,0.036081499999999996
2220.0,43.393,0.03609
2221.0,43.39535,0.036096166666666665
2222.0,43.3977,0.036102333333333333
2223.0,43.40005,0.036108499999999995
2224.0,43.4024,0.03611466666666666
2225.0,43.40475,0.03612083333333333
2226.0,43.4071,0.036127
2227.0,43.40945,0.03613316666666666
2228.0,43.4118,0.03613933333333333
2229.0,43.41415,0.0361455
2230.0,43.4165,0.036151666666666665
2231.0,43.41885,0.036157833333333333
2232.0,43.4212,0.036163999999999995
2233.0,43.42355,0.03617016666666666
2234.0,43.4259,0.03617633333333333
2235.0,43.42825,0.0361825
2236.0,43.4306,0.03618866666666667
2237.0,43.43295,0.03619483333333333
2238.0,43.4353,0.036201
2239.0,43.43765,0.036207166666666665
2240.0,43.44,0.036213333333333333
2241.0,43.44235,0.036219499999999995
2242.0,43.4447,0.03622566666666666
2243.0,43.44705,0.03623183333333333
2244.0,43.4494,0.036238
2245.0,43.45175,0.03624416666666667
2246.0,43.4541,0.03625033333333333
2247.0,43.45645,0.0362565
2248.0,43.4588,0.036262666666666665
2249.0,43.461149999999996,0.036268833333333333
2250.0,43.463499999999996,0.036275
2251.0,43.46585,0.03628116666666666
2252.0,43.4682,0.03628733333333333
2253.0,43.47055,0.0362935
2254.0,43.4729,0.03629966666666667
2255.0,43.47525,0.03630583333333333
2256.0,43.4776,0.036312
2257.0,43.47995,0.036318166666666665
2258.0,43.4823,0.036324333333333333
2259.0,43.48465,0.0363305
2260.0,43.487,0.03633666666666666
2261.0,43.48935,0.03634283333333333
2262.0,43.4917,0.036349
2263.0,43.49405,0.03635516666666667
2264.0,43.4964,0.03636133333333333
2265.0,43.49875,0.0363675
2266.0,43.5011,0.036373666666666665
2267.0,43.50345,0.03637983333333333
2268.0,43.5058,0.036386
2269.0,43.50815,0.03639216666666666
2270.0,43.5105,0.03639833333333333
2271.0,43.51285,0.0364045
2272.0,43.5152,0.03641066666666667
2273.0,43.51755,0.036416833333333336
2274.0,43.5199,0.036423
2275.0,43.52225,0.036429166666666665
2276.0,43.5246,0.03643533333333333
2277.0,43.52695,0.0364415
2278.0,43.5293,0.03644766666666666
2279.0,43.53165,0.03645383333333333
2280.0,43.534,0.03646
2281.0,43.541266666666665,0.03646116666666667
2282.0,43.54853333333333,0.03646233333333333
2283.0,43.5558,0.036463499999999996
2284.0,43.563066666666664,0.036464666666666666
2285.0,43.57033333333333,0.036465833333333336
2286.0,43.5776,0.036467
2287.0,43.58486666666666,0.03646816666666666
2288.0,43.59213333333333,0.03646933333333333
2289.0,43.599399999999996,0.0364705
2290.0,43.60666666666667,0.036471666666666666
2291.0,43.613933333333335,0.03647283333333333
2292.0,43.6212,0.036474
2293.0,43.62846666666667,0.03647516666666667
2294.0,43.635733333333334,0.03647633333333333
2295.0,43.643,0.036477499999999996
2296.0,43.65026666666667,0.036478666666666666
2297.0,43.65753333333333,0.036479833333333336
2298.0,43.6648,0.036481
2299.0,43.672066666666666,0.03648216666666666
2300.0,43.67933333333333,0.03648333333333333
2301.0,43.6866,0.0364845
2302.0,43.693866666666665,0.036485666666666666
2303.0,43.70113333333333,0.03648683333333333
2304.0,43.7084,0.036488
2305.0,43.715666666666664,0.03648916666666667
2306.0,43.72293333333333,0.03649033333333333
2307.0,43.730199999999996,0.036491499999999996
2308.0,43.73746666666666,0.036492666666666666
2309.0,43.74473333333333,0.036493833333333336
2310.0,43.751999999999995,0.036495
2311.0,43.75926666666667,0.03649616666666666
2312.0,43.766533333333335,0.03649733333333333
2313.0,43.7738,0.0364985
2314.0,43.78106666666667,0.036499666666666666
2315.0,43.788333333333334,0.03650083333333333
2316.0,43.7956,0.036502
2317.0,43.80286666666667,0.03650316666666667
2318.0,43.81013333333333,0.03650433333333333
2319.0,43.8174,0.036505499999999996
2320.0,43.824666666666666,0.036506666666666666
2321.0,43.83193333333333,0.03650783333333334
2322.0,43.8392,0.036509
2323.0,43.846466666666664,0.03651016666666666
2324.0,43.85373333333333,0.03651133333333333
2325.0,43.861,0.0365125
2326.0,43.86826666666666,0.036513666666666666
2327.0,43.87553333333333,0.03651483333333333
2328.0,43.882799999999996,0.036516
2329.0,43.89006666666666,0.03651716666666667
2330.0,43.897333333333336,0.03651833333333333
2331.0,43.9046,0.036519499999999996
2332.0,43.91186666666667,0.03652066666666667
2333.0,43.919133333333335,0.03652183333333334
2334.0,43.9264,0.036523
2335.0,43.93366666666667,0.03652416666666666
2336.0,43.940933333333334,0.03652533333333333
2337.0,43.9482,0.0365265
2338.0,43.955466666666666,0.03652766666666667
2339.0,43.96273333333333,0.03652883333333333
2340.0,43.97,0.03653
2341.0,43.9722,0.03653683333333333
2342.0,43.974399999999996,0.03654366666666667
2343.0,43.9766,0.0365505
2344.0,43.9788,0.03655733333333333
2345.0,43.981,0.03656416666666667
2346.0,43.9832,0.036571
2347.0,43.9854,0.03657783333333333
2348.0,43.9876,0.03658466666666667
2349.0,43.989799999999995,0.0365915
2350.0,43.992,0.03659833333333333
2351.0,43.9942,0.03660516666666667
2352.0,43.9964,0.036612
2353.0,43.998599999999996,0.03661883333333334
2354.0,44.0008,0.03662566666666667
2355.0,44.003,0.0366325
2356.0,44.005199999999995,0.036639333333333336
2357.0,44.0074,0.03664616666666667
2358.0,44.0096,0.036653
2359.0,44.0118,0.036659833333333336
2360.0,44.013999999999996,0.03666666666666667
2361.0,44.0162,0.0366735
2362.0,44.0184,0.036680333333333336
2363.0,44.020599999999995,0.03668716666666667
2364.0,44.0228,0.036694
2365.0,44.025,0.036700833333333335
2366.0,44.0272,0.036707666666666666
2367.0,44.029399999999995,0.0367145
2368.0,44.0316,0.036721333333333335
2369.0,44.0338,0.036728166666666666
2370.0,44.036,0.036735000000000004
2371.0,44.038199999999996,0.036741833333333335
2372.0,44.0404,0.036748666666666666
2373.0,44.0426,0.0367555
2374.0,44.044799999999995,0.036762333333333334
2375.0,44.047,0.036769166666666665
2376.0,44.0492,0.036776
2377.0,44.0514,0.036782833333333334
2378.0,44.053599999999996,0.036789666666666665
2379.0,44.0558,0.0367965
2380.0,44.058,0.036803333333333334
2381.0,44.060199999999995,0.036810166666666665
2382.0,44.0624,0.036817
2383.0,44.0646,0.03682383333333333
2384.0,44.0668,0.036830666666666664
2385.0,44.068999999999996,0.0368375
2386.0,44.0712,0.03684433333333333
2387.0,44.0734,0.036851166666666664
2388.0,44.075599999999994,0.036858
2389.0,44.077799999999996,0.03686483333333333
2390.0,44.08,0.036871666666666664
2391.0,44.0822,0.0368785
2392.0,44.084399999999995,0.03688533333333333
2393.0,44.0866,0.03689216666666667
2394.0,44.0888,0.036899
2395.0,44.090999999999994,0.03690583333333333
2396.0,44.093199999999996,0.03691266666666667
2397.0,44.0954,0.0369195
2398.0,44.0976,0.03692633333333333
2399.0,44.099799999999995,0.03693316666666667
2400.0,44.102,0.03694
2401.0,44.10868333333333,0.03694616666666667
2402.0,44.11536666666667,0.03695233333333334
2403.0,44.122049999999994,0.0369585
2404.0,44.12873333333333,0.036964666666666667
2405.0,44.135416666666664,0.036970833333333335
2406.0,44.1421,0.036977
2407.0,44.14878333333333,0.036983166666666664
2408.0,44.15546666666666,0.03698933333333333
2409.0,44.16215,0.0369955
2410.0,44.16883333333333,0.03700166666666667
2411.0,44.17551666666667,0.03700783333333334
2412.0,44.182199999999995,0.037014
2413.0,44.18888333333333,0.037020166666666666
2414.0,44.195566666666664,0.037026333333333335
2415.0,44.20225,0.0370325
2416.0,44.208933333333334,0.03703866666666667
2417.0,44.21561666666666,0.03704483333333333
2418.0,44.2223,0.037051
2419.0,44.22898333333333,0.03705716666666667
2420.0,44.23566666666667,0.03706333333333334
2421.0,44.242349999999995,0.0370695
2422.0,44.24903333333333,0.037075666666666666
2423.0,44.255716666666665,0.037081833333333335
2424.0,44.2624,0.037088
2425.0,44.269083333333334,0.03709416666666667
2426.0,44.27576666666666,0.03710033333333333
2427.0,44.28245,0.0371065
2428.0,44.28913333333333,0.03711266666666667
2429.0,44.29581666666667,0.03711883333333334
2430.0,44.302499999999995,0.037125000000000005
2431.0,44.30918333333333,0.037131166666666666
2432.0,44.315866666666665,0.037137333333333335
2433.0,44.32255,0.0371435
2434.0,44.329233333333335,0.03714966666666667
2435.0,44.33591666666666,0.03715583333333333
2436.0,44.3426,0.037162
2437.0,44.34928333333333,0.03716816666666667
2438.0,44.35596666666667,0.03717433333333334
2439.0,44.36265,0.037180500000000005
2440.0,44.36933333333333,0.037186666666666666
2441.0,44.376016666666665,0.037192833333333335
2442.0,44.3827,0.037199
2443.0,44.389383333333335,0.03720516666666667
2444.0,44.39606666666666,0.03721133333333333
2445.0,44.40275,0.0372175
2446.0,44.40943333333333,0.03722366666666667
2447.0,44.41611666666667,0.03722983333333334
2448.0,44.4228,0.037236000000000005
2449.0,44.42948333333333,0.037242166666666666
2450.0,44.436166666666665,0.037248333333333335
2451.0,44.44285,0.0372545
2452.0,44.449533333333335,0.03726066666666667
2453.0,44.45621666666667,0.03726683333333334
2454.0,44.4629,0.037273
2455.0,44.46958333333333,0.03727916666666667
2456.0,44.47626666666667,0.03728533333333334
2457.0,44.48295,0.037291500000000005
2458.0,44.48963333333333,0.037297666666666666
2459.0,44.496316666666665,0.037303833333333335
2460.0,44.503,0.03731
2461.0,44.50566666666667,0.03731583333333333
2462.0,44.50833333333333,0.03732166666666667
2463.0,44.511,0.0373275
2464.0,44.513666666666666,0.037333333333333336
2465.0,44.516333333333336,0.037339166666666666
2466.0,44.519,0.037345
2467.0,44.52166666666667,0.03735083333333333
2468.0,44.52433333333333,0.03735666666666667
2469.0,44.527,0.0373625
2470.0,44.529666666666664,0.03736833333333334
2471.0,44.532333333333334,0.03737416666666667
2472.0,44.535,0.037380000000000004
2473.0,44.53766666666667,0.03738583333333333
2474.0,44.54033333333333,0.03739166666666667
2475.0,44.543,0.0373975
2476.0,44.54566666666667,0.03740333333333334
2477.0,44.54833333333333,0.03740916666666667
2478.0,44.551,0.037415000000000004
2479.0,44.553666666666665,0.037420833333333334
2480.0,44.556333333333335,0.03742666666666667
2481.0,44.559,0.0374325
2482.0,44.56166666666667,0.03743833333333334
2483.0,44.56433333333333,0.03744416666666667
2484.0,44.567,0.037450000000000004
2485.0,44.56966666666666,0.037455833333333334
2486.0,44.57233333333333,0.03746166666666667
2487.0,44.574999999999996,0.0374675
2488.0,44.577666666666666,0.03747333333333334
2489.0,44.58033333333333,0.03747916666666667
2490.0,44.583,0.037485000000000004
2491.0,44.58566666666667,0.037490833333333334
2492.0,44.58833333333333,0.037496666666666664
2493.0,44.591,0.0375025
2494.0,44.593666666666664,0.03750833333333333
2495.0,44.596333333333334,0.03751416666666667
2496.0,44.599,0.03752
2497.0,44.60166666666667,0.037525833333333335
2498.0,44.60433333333333,0.037531666666666665
2499.0,44.607,0.0375375
2500.0,44.60966666666666,0.03754333333333333
2501.0,44.61233333333333,0.03754916666666667
2502.0,44.614999999999995,0.037555
2503.0,44.617666666666665,0.037560833333333335
2504.0,44.62033333333333,0.037566666666666665
2505.0,44.623,0.0375725
2506.0,44.62566666666667,0.03757833333333333
2507.0,44.62833333333333,0.03758416666666667
2508.0,44.631,0.03759
2509.0,44.63366666666666,0.037595833333333335
2510.0,44.63633333333333,0.037601666666666665
2511.0,44.638999999999996,0.0376075
2512.0,44.641666666666666,0.03761333333333333
2513.0,44.64433333333333,0.03761916666666667
2514.0,44.647,0.037625
2515.0,44.64966666666666,0.037630833333333336
2516.0,44.65233333333333,0.037636666666666665
2517.0,44.654999999999994,0.0376425
2518.0,44.657666666666664,0.03764833333333333
2519.0,44.66033333333333,0.03765416666666667
2520.0,44.663,0.03766
2521.0,44.66363333333333,0.03766766666666667
2522.0,44.66426666666666,0.03767533333333333
2523.0,44.664899999999996,0.037683
2524.0,44.66553333333333,0.037690666666666664
2525.0,44.66616666666666,0.037698333333333334
2526.0,44.666799999999995,0.037705999999999996
2527.0,44.66743333333333,0.037713666666666666
2528.0,44.66806666666666,0.037721333333333336
2529.0,44.668699999999994,0.037729
2530.0,44.66933333333333,0.03773666666666667
2531.0,44.66996666666667,0.03774433333333333
2532.0,44.6706,0.037752
2533.0,44.67123333333333,0.037759666666666664
2534.0,44.671866666666666,0.03776733333333333
2535.0,44.6725,0.037775
2536.0,44.67313333333333,0.037782666666666666
2537.0,44.673766666666666,0.037790333333333335
2538.0,44.6744,0.037798
2539.0,44.67503333333333,0.03780566666666667
2540.0,44.675666666666665,0.03781333333333333
2541.0,44.6763,0.037821
2542.0,44.67693333333333,0.03782866666666666
2543.0,44.677566666666664,0.03783633333333333
2544.0,44.6782,0.037844
2545.0,44.67883333333333,0.037851666666666665
2546.0,44.67946666666666,0.037859333333333335
2547.0,44.680099999999996,0.037867
2548.0,44.68073333333333,0.03787466666666667
2549.0,44.68136666666666,0.03788233333333333
2550.0,44.682,0.03789
2551.0,44.682633333333335,0.03789766666666667
2552.0,44.68326666666667,0.03790533333333333
2553.0,44.6839,0.037913
2554.0,44.684533333333334,0.037920666666666665
2555.0,44.68516666666667,0.037928333333333335
2556.0,44.6858,0.037936
2557.0,44.68643333333333,0.03794366666666667
2558.0,44.68706666666667,0.03795133333333334
2559.0,44.6877,0.037959
2560.0,44.68833333333333,0.03796666666666667
2561.0,44.688966666666666,0.03797433333333333
2562.0,44.6896,0.037982
2563.0,44.69023333333333,0.037989666666666665
2564.0,44.690866666666665,0.037997333333333334
2565.0,44.6915,0.038005
2566.0,44.69213333333333,0.03801266666666667
2567.0,44.692766666666664,0.03802033333333334
2568.0,44.6934,0.038028
2569.0,44.69403333333333,0.03803566666666667
2570.0,44.69466666666666,0.03804333333333333
2571.0,44.6953,0.038051
2572.0,44.695933333333336,0.038058666666666664
2573.0,44.69656666666667,0.038066333333333334
2574.0,44.6972,0.038074000000000004
2575.0,44.697833333333335,0.038081666666666666
2576.0,44.69846666666667,0.038089333333333336
2577.0,44.6991,0.038097
2578.0,44.699733333333334,0.03810466666666667
2579.0,44.70036666666667,0.03811233333333333
2580.0,44.701,0.03812
2581.0,44.708283333333334,0.03812466666666667
2582.0,44.71556666666667,0.038129333333333335
2583.0,44.72285,0.038134
2584.0,44.730133333333335,0.03813866666666667
2585.0,44.73741666666667,0.038143333333333335
2586.0,44.7447,0.038148
2587.0,44.751983333333335,0.03815266666666667
2588.0,44.75926666666667,0.038157333333333335
2589.0,44.76655,0.038162
2590.0,44.773833333333336,0.03816666666666667
2591.0,44.78111666666667,0.038171333333333335
2592.0,44.7884,0.038176
2593.0,44.795683333333336,0.03818066666666667
2594.0,44.80296666666667,0.038185333333333335
2595.0,44.810249999999996,0.03819
2596.0,44.81753333333333,0.03819466666666667
2597.0,44.82481666666666,0.038199333333333335
2598.0,44.8321,0.038204
2599.0,44.83938333333333,0.03820866666666667
2600.0,44.846666666666664,0.038213333333333335
2601.0,44.85395,0.038218
2602.0,44.86123333333333,0.03822266666666667
2603.0,44.868516666666665,0.038227333333333335
2604.0,44.8758,0.038232
2605.0,44.88308333333333,0.03823666666666667
2606.0,44.890366666666665,0.038241333333333336
2607.0,44.89765,0.038246
2608.0,44.90493333333333,0.03825066666666667
2609.0,44.912216666666666,0.038255333333333336
2610.0,44.9195,0.03826
2611.0,44.92678333333333,0.03826466666666666
2612.0,44.934066666666666,0.03826933333333333
2613.0,44.94135,0.038273999999999996
2614.0,44.94863333333333,0.03827866666666666
2615.0,44.95591666666667,0.03828333333333333
2616.0,44.9632,0.038287999999999996
2617.0,44.970483333333334,0.03829266666666666
2618.0,44.97776666666667,0.03829733333333333
2619.0,44.98505,0.038301999999999996
2620.0,44.992333333333335,0.03830666666666666
2621.0,44.99961666666667,0.03831133333333333
2622.0,45.0069,0.038315999999999996
